Description,Address,Rent,Additional infomation,Seller type,Free from,Property type,URL,Surface,Rooms,Property form,Price,Status,Heating type,Floor
Apartament de vânzare,"Drumul Binelui, IMGB, Sectorul 4, Bucuresti",fara informatii,"balcon
terasă
garaj
bucătărie separată",agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/oferta/apartament-2-camere-parc-tudor-arghezi-terasa-generoasa-drm-binelui-IDAnub,76m²,2 camere,drept de proprietate,99 000 €,în construcție,centralizată,9/11
Apartament de vânzare,"Manastur, Cluj-Napoca, Cluj",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=900,74m²,3 camere,fara informatii,199 990 €,fara informatii,centralizată,6/8
Apartament de vânzare,"Tei, Sectorul 2, Bucuresti",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1792,195m²,6 camere,fara informatii,900 000 €,fara informatii,centralizată,fara informatii
Apartament de vânzare,"Manastur, Cluj-Napoca, Cluj",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/oferta/oferim-spre-achizitie-apartament-cu-3-camere-in-cartierul-manastur-IDBT8I,74m²,3 camere,fara informatii,199 990 €,fara informatii,centralizată,6/8
Apartament de vânzare,"Terezian, Sibiu, Sibiu",fara informatii,"balcon
beci",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/apartament-de-vnzare-2-camere-n-sibiu-baie-balcon-piata-cluj-IDCaW6,61m²,2 camere,fara informatii,89 999 €,fara informatii,fara informatii,3
Apartament de vânzare,"Strada Negoiu, Decebal, Sectorul 3, Bucuresti",400 €,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/piata-alba-iulia-bd-decebal-ap-2-camere-IDAnt9,64m²,2 camere,drept de proprietate,140 900 €,gata de utilizare,centralizată,2/4
Apartament de vânzare,"Aparatorii Patriei, Sectorul 4, Bucuresti",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=900,56m²,2 camere,fara informatii,78 500 €,fara informatii,centralizată,2
Apartament de vânzare,"Strada Elena Polizu, Pantelimon, Sectorul 2, Bucuresti",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/garsoniera-basarabia-chisinau-IDCaW4,33m²,1 cameră,fara informatii,49 900 €,fara informatii,fara informatii,8/8
Apartament de vânzare,"Aparatorii Patriei, Sectorul 4, Bucuresti",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/oferta/2-camere-10-minute-metrou-IDBT8C,56m²,2 camere,fara informatii,78 500 €,fara informatii,centralizată,2
Apartament de vânzare,"Roman, Neamt",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1792,80m²,4 camere,fara informatii,65 000 €,fara informatii,fara informatii,4
Apartament de vânzare,"Sfantu Gheorghe, Covasna",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=31,68m²,3 camere,fara informatii,65 500 €,fara informatii,fara informatii,fara informatii
Apartament de vânzare,"Floresti, Floresti, Cluj",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1792,43m²,2 camere,fara informatii,67 000 €,gata de utilizare,centralizată,3/4
Apartament de vânzare,"Progresul, Sectorul 4, Bucuresti",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=900,57m²,2 camere,fara informatii,78 000 €,fara informatii,centralizată,6
Apartament de vânzare,"Baciu, Cluj",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1792,58m²,2 camere,drept de proprietate,80 000 €,gata de utilizare,centrală pe gaz,2/5
Apartament de vânzare,"IMGB, Sectorul 4, Bucuresti",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=900,65m²,2 camere,fara informatii,83 511 €,fara informatii,centralizată,3
Apartament de vânzare,"Centru, Botosani, Botosani",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/apartament-4-camere-80-mp-decomandat-capt-la-1-IDC3Jm,80m²,3 camere,fara informatii,82 000 €,fara informatii,centrală pe gaz,3/4
Apartament de vânzare,"IMGB, Sectorul 4, Bucuresti",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=900,56m²,2 camere,fara informatii,78 988 €,fara informatii,centralizată,2
Apartament de vânzare,"Tecuci, Galati",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1792,60m²,2 camere,fara informatii,48 000 €,fara informatii,fara informatii,4
Apartament de vânzare,"Centru Nou, Satu Mare, Satu Mare",fara informatii,fara informatii,agenție,2024-11-19,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=469,74m²,2 camere,drept de proprietate,109 000 €,gata de utilizare,sobă,1/1
Apartament de vânzare,"IMGB, Sectorul 4, Bucuresti",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/oferta/apartament-2-camere-nou-IDBT8r,56m²,2 camere,fara informatii,78 988 €,fara informatii,centralizată,2
Apartament de vânzare,"Pantelimon, Sectorul 2, Bucuresti",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1792,66m²,2 camere,fara informatii,100 000 €,fara informatii,centralizată,1
Apartament de vânzare,"Centru, Ploiesti, Prahova",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=469,70m²,2 camere,fara informatii,90 900 €,fara informatii,centralizată,4/8
Apartament de vânzare,"Progresul, Sectorul 4, Bucuresti",fara informatii,"balcon
bucătărie separată",agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=900,52.8m²,2 camere,fara informatii,104 380 €,fara informatii,centralizată,1
Apartament de vânzare,"Pantelimon, Sectorul 2, Bucuresti",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1792,62m²,3 camere,fara informatii,84 000 €,fara informatii,fara informatii,1
Apartament de vânzare,"Carpati I, Satu Mare, Satu Mare",fara informatii,balcon,agenție,2024-11-20,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=469,38m²,2 camere,drept de proprietate,53 000 €,gata de utilizare,centrală pe gaz,2/4
Apartament de vânzare,,fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1351,81.44m²,2 camere,fara informatii,97 728 €,în construcție,fara informatii,3/6
Apartament de vânzare,"IMGB, Sectorul 4, Bucuresti",fara informatii,"balcon
bucătărie separată",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=900,104.08m²,3 camere,fara informatii,125 955 €,fara informatii,centralizată,3
Apartament de vânzare,"Sibiu, Sibiu",fara informatii,balcon,agenție,2024-12-02,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1792,69m²,3 camere,drept de proprietate,117 299 €,gata de utilizare,centrală pe gaz,1/5
Apartament de vânzare,"Carpati I, Satu Mare, Satu Mare",fara informatii,balcon,agenție,2024-11-20,locuință utilizată,https://www.storia.ro/ro/oferta/apartament-cu-2-camere-38-mp-zona-carpati-1-IDC3Ja,38m²,2 camere,drept de proprietate,53 000 €,gata de utilizare,centrală pe gaz,2/4
Apartament de vânzare,"Dumbrava Rosie, Neamt",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1351,53m²,2 camere,fara informatii,46 200 €,necesita renovare,centrală pe gaz,parter/4
Apartament de vânzare,"Aparatorii Patriei, Sectorul 4, Bucuresti",fara informatii,"balcon
bucătărie separată",agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=900,54.26m²,2 camere,fara informatii,84 600 €,fara informatii,centralizată,1
Apartament de vânzare,"Bragadiru, Ilfov",fara informatii,"balcon
bucătărie separată",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1792,64m²,3 camere,fara informatii,58 000 €,gata de utilizare,centrală pe gaz,2/3
Apartament de vânzare,"Tomis Nord, Constanta, Constanta",fara informatii,"balcon
bucătărie separată",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=469,48m²,2 camere,fara informatii,79 900 €,fara informatii,fara informatii,7
Apartament de vânzare,"Soseaua Iasi-Voinesti, Galata, Iasi, Iasi",fara informatii,"balcon
bucătărie separată",agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1351,86m²,3 camere,fara informatii,120 000 €,gata de utilizare,centrală pe gaz,parter/4
Apartament de vânzare,"IMGB, Sectorul 4, Bucuresti",fara informatii,"balcon
bucătărie separată",agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=900,36.4m²,1 cameră,fara informatii,55 780 €,fara informatii,centralizată,5
Apartament de vânzare,"Bartolomeu Nord, Brasov, Brasov",fara informatii,"balcon
terasă
beci",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1792,69m²,3 camere,fara informatii,133 000 €,gata de utilizare,centrală pe gaz,1/8
Apartament de vânzare,"Centru, Botosani, Botosani",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=469,47m²,2 camere,fara informatii,36 000 €,necesita renovare,fara informatii,3/4
Apartament de vânzare,"IMGB, Sectorul 4, Bucuresti",fara informatii,"balcon
bucătărie separată",agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/oferta/garsoniera-36-4-mp-bloc-nou-parc-tudor-arghezi-IDBT8b,36.4m²,1 cameră,fara informatii,55 780 €,fara informatii,centralizată,5
Apartament de vânzare,"Popesti Leordeni, Ilfov",fara informatii,"balcon
bucătărie separată",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=469,43m²,2 camere,fara informatii,52 000 €,fara informatii,centralizată,3
Apartament de vânzare,"Soseaua Iasi-Voinesti, Galata, Iasi, Iasi",fara informatii,"balcon
bucătărie separată",agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1351,60m²,2 camere,fara informatii,83 500 €,gata de utilizare,centrală pe gaz,parter/4
Apartament de vânzare,"Hipodrom III, Sibiu, Sibiu",fara informatii,balcon,agenție,2024-12-02,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1792,63m²,2 camere,drept de proprietate,99 000 €,gata de utilizare,centrală pe gaz,1/4
Apartament de vânzare,"Popesti Leordeni, Ilfov",fara informatii,"balcon
bucătărie separată",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=469,43m²,2 camere,fara informatii,51 120 €,fara informatii,centralizată,3
Apartament de vânzare,"Buna Ziua, Cluj-Napoca, Cluj",fara informatii,"balcon
garaj
beci",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=469,68m²,3 camere,fara informatii,274 000 €,fara informatii,centralizată,3
Apartament de vânzare,"Calea Calarasilor, Calarasi 4, Braila, Braila",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1793,68m²,3 camere,fara informatii,64 990 €,fara informatii,centralizată,8/10
Apartament de vânzare,"Progresul, Sectorul 4, Bucuresti",fara informatii,"balcon
bucătărie separată",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=901,37m²,2 camere,fara informatii,51 000 €,fara informatii,fara informatii,2
Apartament de vânzare,"Tolstoi, Alba Iulia, Alba",fara informatii,"balcon
bucătărie separată",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1352,47m²,2 camere,fara informatii,81 000 €,gata de utilizare,centrală pe gaz,3/5
Apartament de vânzare,"Buna Ziua, Cluj-Napoca, Cluj",fara informatii,"balcon
garaj
beci",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/apartament-3-camere-loc-parcare-cartier-zorilor-zona-calea-turzii-IDC3IU,68m²,3 camere,fara informatii,274 000 €,fara informatii,centralizată,3
Apartament de vânzare,"Orasul Nou, Oradea, Bihor",fara informatii,fara informatii,agenție,2024-11-15,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1793,44m²,2 camere,drept de proprietate,55 000 €,gata de utilizare,fara informatii,parter/1
Apartament de vânzare,"Burdujeni, Suceava, Suceava",250 €,"balcon
bucătărie separată",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1352,51m²,2 camere,drept de proprietate,48 700 €,necesita renovare,altul,4/4
Apartament de vânzare,"IMGB, Sectorul 4, Bucuresti",fara informatii,"balcon
bucătărie separată",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=901,89.85m²,3 camere,fara informatii,125 004 €,fara informatii,centralizată,1
Apartament de vânzare,"Bistrita, Bistrita-Nasaud",fara informatii,balcon,agenție,2024-11-19,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=469,40m²,2 camere,drept de proprietate,46 000 €,necesita renovare,centrală pe gaz,3/4
Apartament de vânzare,"Militari, Sectorul 6, Bucuresti",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1793,41m²,2 camere,fara informatii,42 150 €,gata de utilizare,fara informatii,7/7
Apartament de vânzare,"Soseaua Iasi-Voinesti, Galata, Iasi, Iasi",fara informatii,"balcon
bucătărie separată",agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1352,58m²,2 camere,fara informatii,80 500 €,gata de utilizare,centrală pe gaz,parter/4
